date,open,high,low,close,adjusted close,volume,symbol,company
2/14/2019,169.71,171.26,169.38,170.8,41.68790939,21835747,AAPL,Apple Inc
2/15/2019,171.25,171.7,169.75,170.42,41.59516111,24626814,AAPL,Apple Inc
2/19/2019,169.71,171.44,169.49,170.93,41.71963906,18972826,AAPL,Apple Inc
2/20/2019,171.19,173.32,170.99,172.03,41.98812091,26114362,AAPL,Apple Inc
2/21/2019,171.8,172.37,170.3,171.06,41.75136873,17249670,AAPL,Apple Inc
2/22/2019,171.58,173,171.38,172.97,42.21755086,18913154,AAPL,Apple Inc
2/25/2019,174.16,175.87,173.95,174.23,42.52508462,21873358,AAPL,Apple Inc
2/26/2019,173.71,175.3,173.17,174.33,42.54949206,17070211,AAPL,Apple Inc
2/27/2019,173.21,175,172.73,174.87,42.68129224,27835389,AAPL,Apple Inc
2/28/2019,174.32,174.91,172.92,173.15,42.26148425,28215416,AAPL,Apple Inc
3/1/2019,174.28,175.15,172.89,174.97,42.70569968,25886167,AAPL,Apple Inc
3/4/2019,175.69,177.75,173.97,175.85,42.92048516,27436203,AAPL,Apple Inc
3/5/2019,175.94,176,174.54,175.53,42.84238135,19737419,AAPL,Apple Inc
3/6/2019,174.67,175.49,173.94,174.52,42.5958662,20810384,AAPL,Apple Inc
3/7/2019,173.87,174.44,172.02,172.5,42.10283589,24796374,AAPL,Apple Inc
3/8/2019,170.32,173.07,169.5,172.91,42.2029064,23999358,AAPL,Apple Inc
3/11/2019,175.49,179.12,175.35,178.9,43.66491212,32011034,AAPL,Apple Inc
3/12/2019,180,182.67,179.37,180.91,44.15550168,32467584,AAPL,Apple Inc
3/13/2019,182.25,183.3,180.92,181.71,44.35076121,31032524,AAPL,Apple Inc
3/14/2019,183.9,184.1,182.56,183.73,44.84379152,23579508,AAPL,Apple Inc
3/15/2019,184.85,187.33,183.74,186.12,45.42712936,39042912,AAPL,Apple Inc
3/18/2019,185.8,188.39,185.79,188.02,45.89087074,26219832,AAPL,Apple Inc
3/19/2019,188.35,188.99,185.92,186.53,45.52719987,31646369,AAPL,Apple Inc
3/20/2019,186.23,189.49,184.73,188.16,45.92504116,31035231,AAPL,Apple Inc
3/21/2019,190.02,196.33,189.81,195.09,47.61647683,51034237,AAPL,Apple Inc
3/22/2019,195.34,197.69,190.78,191.05,46.63041621,42407666,AAPL,Apple Inc
3/25/2019,191.51,191.98,186.6,188.74,46.06660432,43845293,AAPL,Apple Inc
3/26/2019,191.66,192.88,184.58,186.79,45.59065922,49800538,AAPL,Apple Inc
3/27/2019,188.75,189.76,186.55,188.47,46.00070423,29848427,AAPL,Apple Inc
3/28/2019,188.95,189.56,187.53,188.72,46.06172283,20780363,AAPL,Apple Inc
3/29/2019,189.83,190.08,188.54,189.95,46.36193436,23563961,AAPL,Apple Inc
4/1/2019,191.64,191.68,188.38,191.24,46.67679035,27861964,AAPL,Apple Inc
4/2/2019,191.09,194.46,191.05,194.02,47.35531721,22765732,AAPL,Apple Inc
4/3/2019,193.25,196.5,193.15,195.35,47.67993618,23271830,AAPL,Apple Inc
4/4/2019,194.79,196.37,193.14,195.69,47.76292148,19114275,AAPL,Apple Inc
4/5/2019,196.45,197.1,195.93,197,48.08265895,18526644,AAPL,Apple Inc
4/8/2019,196.42,200.23,196.34,200.1,48.83928963,25881697,AAPL,Apple Inc
4/9/2019,200.32,202.85,199.23,199.5,48.69284498,35768237,AAPL,Apple Inc
4/10/2019,198.68,200.74,198.18,200.62,48.96620832,21695288,AAPL,Apple Inc
4/11/2019,200.85,201,198.44,198.95,48.55860406,20900808,AAPL,Apple Inc
4/12/2019,199.2,200.14,196.21,198.87,48.5390781,27760668,AAPL,Apple Inc
4/15/2019,198.58,199.85,198.01,199.23,48.62694489,17536646,AAPL,Apple Inc
4/16/2019,199.46,201.37,198.56,199.25,48.63182638,25696385,AAPL,Apple Inc
4/17/2019,199.54,203.38,198.61,203.13,49.57883509,28906780,AAPL,Apple Inc
4/18/2019,203.12,204.15,202.52,203.86,49.75700941,24195766,AAPL,Apple Inc
4/22/2019,202.83,204.94,202.34,204.53,49.92053927,19439545,AAPL,Apple Inc
4/23/2019,204.43,207.75,203.9,207.48,50.64055878,23322991,AAPL,Apple Inc
4/24/2019,207.36,208.48,207.05,207.16,50.56245497,17540609,AAPL,Apple Inc
4/25/2019,206.83,207.76,205.12,205.28,50.10359508,18543206,AAPL,Apple Inc
4/26/2019,204.9,205,202.12,204.3,49.86440215,18649102,AAPL,Apple Inc
4/29/2019,204.4,205.97,203.86,204.61,49.94006522,22204716,AAPL,Apple Inc
4/30/2019,203.06,203.4,199.11,200.67,48.97841204,46534923,AAPL,Apple Inc
5/1/2019,209.88,215.31,209.23,210.52,51.38254499,64827328,AAPL,Apple Inc
5/2/2019,209.84,212.65,208.13,209.15,51.04816305,31996324,AAPL,Apple Inc
5/3/2019,210.89,211.84,210.23,211.75,51.68275652,20892378,AAPL,Apple Inc
5/6/2019,204.29,208.84,203.5,208.48,50.88463319,32443113,AAPL,Apple Inc
5/7/2019,205.88,207.42,200.83,202.86,49.512935,38763698,AAPL,Apple Inc
5/8/2019,201.9,205.34,201.75,202.9,49.52269798,26339504,AAPL,Apple Inc
5/9/2019,200.4,201.68,196.66,200.72,48.99061576,34908607,AAPL,Apple Inc
5/10/2019,197.42,198.85,192.77,197.18,48.31452964,41208712,AAPL,Apple Inc
5/13/2019,187.71,189.48,182.85,185.72,45.50651408,57430623,AAPL,Apple Inc
5/14/2019,186.41,189.7,185.41,188.66,46.22689503,36529677,AAPL,Apple Inc
5/15/2019,186.27,191.75,186.02,190.92,46.78065727,26544718,AAPL,Apple Inc
5/16/2019,189.91,192.47,188.84,190.08,46.57483414,33031364,AAPL,Apple Inc
5/17/2019,186.93,190.9,186.76,189,46.3102044,32879090,AAPL,Apple Inc
5/20/2019,183.52,184.35,180.28,183.09,44.86209166,38612290,AAPL,Apple Inc
5/21/2019,185.22,188,184.7,186.6,45.72213831,28364848,AAPL,Apple Inc
5/22/2019,184.66,185.71,182.55,182.78,44.78613312,29748556,AAPL,Apple Inc
5/23/2019,179.8,180.54,177.81,179.66,44.02164721,36529736,AAPL,Apple Inc
5/24/2019,180.2,182.14,178.62,178.97,43.85257821,23714686,AAPL,Apple Inc
5/28/2019,178.92,180.59,177.91,178.23,43.67125783,27948160,AAPL,Apple Inc
5/29/2019,176.42,179.35,176,177.38,43.46298442,28481165,AAPL,Apple Inc
5/30/2019,177.95,179.23,176.67,178.3,43.68840976,21218412,AAPL,Apple Inc
5/31/2019,176.23,177.99,174.99,175.07,42.89697081,27043584,AAPL,Apple Inc
6/3/2019,175.6,177.92,170.27,173.3,42.46327207,40396069,AAPL,Apple Inc
6/4/2019,175.44,179.83,174.52,179.64,44.01674665,30967961,AAPL,Apple Inc
6/5/2019,184.28,184.99,181.14,182.54,44.72732651,29773427,AAPL,Apple Inc
6/6/2019,183.08,185.47,182.15,185.22,45.38400031,22526311,AAPL,Apple Inc
6/7/2019,186.51,191.92,185.77,190.15,46.59198606,30684393,AAPL,Apple Inc
6/10/2019,191.81,195.37,191.62,192.58,47.18740298,26220851,AAPL,Apple Inc
6/11/2019,194.86,196,193.6,194.81,47.73381438,26932882,AAPL,Apple Inc
6/12/2019,193.95,195.97,193.39,194.19,47.58189731,18253189,AAPL,Apple Inc
6/13/2019,194.7,196.79,193.6,194.15,47.57209621,21674625,AAPL,Apple Inc
6/14/2019,191.55,193.59,190.3,192.74,47.22660738,18761474,AAPL,Apple Inc
6/17/2019,192.9,194.96,192.17,193.89,47.50838905,14669144,AAPL,Apple Inc
6/18/2019,196.05,200.29,195.21,198.45,48.62571462,26551004,AAPL,Apple Inc
6/19/2019,199.68,199.88,197.31,197.87,48.48359865,21124235,AAPL,Apple Inc
6/20/2019,200.37,200.61,198.03,199.46,48.87319243,21513988,AAPL,Apple Inc
6/21/2019,198.8,200.85,198.15,198.78,48.7065737,47800589,AAPL,Apple Inc
6/24/2019,198.54,200.16,198.17,198.58,48.6575682,18220421,AAPL,Apple Inc
6/25/2019,198.43,199.26,195.29,195.57,47.92003531,21070334,AAPL,Apple Inc
6/26/2019,197.77,200.99,197.35,199.8,48.95650179,26067512,AAPL,Apple Inc
6/27/2019,200.29,201.57,199.57,199.74,48.94180014,20899717,AAPL,Apple Inc
6/28/2019,198.68,199.5,197.05,197.92,48.49585002,31110642,AAPL,Apple Inc
7/1/2019,203.17,204.49,200.65,201.55,49.38529998,27316739,AAPL,Apple Inc
7/2/2019,201.41,203.13,201.36,202.73,49.67443247,16935217,AAPL,Apple Inc
7/3/2019,203.28,204.44,202.69,204.41,50.08607873,11362045,AAPL,Apple Inc
7/5/2019,203.35,205.08,202.9,204.23,50.04197378,17265518,AAPL,Apple Inc
7/8/2019,200.81,201.4,198.41,200.02,49.01040785,25338628,AAPL,Apple Inc
7/9/2019,199.2,201.51,198.81,201.24,49.30934144,20578015,AAPL,Apple Inc
7/10/2019,201.85,203.73,201.56,203.23,49.79694624,17897138,AAPL,Apple Inc
7/11/2019,203.31,204.39,201.71,201.75,49.43430549,20191842,AAPL,Apple Inc
7/12/2019,202.45,204,202.2,203.3,49.81409817,17595212,AAPL,Apple Inc
7/15/2019,204.09,205.87,204,205.21,50.28210076,16947420,AAPL,Apple Inc
7/16/2019,204.59,206.11,203.5,204.5,50.10813121,16866816,AAPL,Apple Inc
7/17/2019,204.05,205.09,203.27,203.35,49.82634955,14107450,AAPL,Apple Inc
7/18/2019,204,205.88,203.7,205.66,50.39236315,18582161,AAPL,Apple Inc
7/19/2019,205.79,206.5,202.36,202.59,49.64012862,20929307,AAPL,Apple Inc
7/22/2019,203.65,207.23,203.61,207.22,50.77460611,22277932,AAPL,Apple Inc
7/23/2019,208.46,208.91,207.29,208.84,51.17155072,18355210,AAPL,Apple Inc
7/24/2019,207.67,209.15,207.17,208.67,51.12989604,14991567,AAPL,Apple Inc
7/25/2019,208.89,209.24,206.73,207.02,50.7256006,13909535,AAPL,Apple Inc
7/26/2019,207.48,209.73,207.14,207.74,50.90202043,17618874,AAPL,Apple Inc
7/29/2019,208.46,210.64,208.44,209.68,51.37737385,21673389,AAPL,Apple Inc
7/30/2019,208.76,210.16,207.31,208.78,51.15684907,33935718,AAPL,Apple Inc
7/31/2019,216.42,221.37,211.3,213.04,52.20066637,69281361,AAPL,Apple Inc
8/1/2019,213.9,218.03,206.74,208.43,51.07108943,54017922,AAPL,Apple Inc
8/2/2019,205.53,206.43,201.63,204.02,49.99051799,40862122,AAPL,Apple Inc
8/5/2019,197.99,198.65,192.58,193.34,47.3736239,52392969,AAPL,Apple Inc
8/6/2019,196.31,198.07,194.04,197,48.27042469,35824787,AAPL,Apple Inc
8/7/2019,195.41,199.56,193.82,199.04,48.77028086,33364400,AAPL,Apple Inc
8/8/2019,200.2,203.53,199.39,203.43,49.84595175,27009523,AAPL,Apple Inc
8/9/2019,201.3,202.76,199.29,200.99,49.43675576,24619746,AAPL,Apple Inc
8/12/2019,199.62,202.05,199.15,200.48,49.31131298,22481889,AAPL,Apple Inc
8/13/2019,201.02,212.14,200.48,208.97,51.3995664,47539786,AAPL,Apple Inc
8/14/2019,203.16,206.44,202.59,202.75,49.86965635,36547443,AAPL,Apple Inc
8/15/2019,203.46,205.14,199.67,201.74,49.62123045,27883363,AAPL,Apple Inc
8/16/2019,204.28,207.16,203.84,206.5,50.79202978,28813624,AAPL,Apple Inc
8/19/2019,210.62,212.73,210.03,210.35,51.73899982,24431915,AAPL,Apple Inc
8/20/2019,210.88,213.35,210.32,210.36,51.74145949,26919529,AAPL,Apple Inc
8/21/2019,212.99,213.65,211.6,212.64,52.30226253,21564747,AAPL,Apple Inc
8/22/2019,213.19,214.44,210.75,212.46,52.2579886,22267819,AAPL,Apple Inc
8/23/2019,209.43,212.05,201,202.64,49.84260007,46882843,AAPL,Apple Inc
8/26/2019,205.86,207.19,205.06,206.49,50.78957011,26066130,AAPL,Apple Inc
8/27/2019,207.86,208.55,203.53,204.16,50.21646876,25897344,AAPL,Apple Inc
8/28/2019,204.1,205.72,203.32,205.53,50.55344252,15957632,AAPL,Apple Inc
8/29/2019,208.5,209.32,206.66,209.01,51.40940505,21007652,AAPL,Apple Inc
8/30/2019,210.16,210.45,207.2,208.74,51.34299417,21162561,AAPL,Apple Inc
9/3/2019,206.43,206.98,204.22,205.7,50.59525678,20059574,AAPL,Apple Inc
9/4/2019,208.39,209.48,207.32,209.19,51.45367898,19216820,AAPL,Apple Inc
9/5/2019,212,213.97,211.51,213.28,52.45968092,23946984,AAPL,Apple Inc
9/6/2019,214.05,214.42,212.51,213.26,52.4547616,19362294,AAPL,Apple Inc
9/9/2019,214.84,216.44,211.07,214.17,52.67859088,27309401,AAPL,Apple Inc
9/10/2019,213.86,216.78,211.71,216.7,53.30088549,31777931,AAPL,Apple Inc
9/11/2019,218.07,223.71,217.73,223.59,54.99559292,44289646,AAPL,Apple Inc
9/12/2019,224.8,226.42,222.86,223.09,54.8726098,32226669,AAPL,Apple Inc
9/13/2019,220,220.79,217.02,218.75,53.80511629,39763296,AAPL,Apple Inc
9/16/2019,217.73,220.13,217.56,219.9,54.08797747,21158141,AAPL,Apple Inc
9/17/2019,219.96,220.82,219.12,220.7,54.28475047,18386468,AAPL,Apple Inc
9/18/2019,221.06,222.85,219.44,222.77,54.7939006,25643093,AAPL,Apple Inc
9/19/2019,222.01,223.76,220.37,220.96,54.34870169,22187876,AAPL,Apple Inc
9/20/2019,221.38,222.56,217.47,217.73,53.55423072,57977094,AAPL,Apple Inc
9/23/2019,218.95,219.84,217.65,218.72,53.7977373,19419648,AAPL,Apple Inc
9/24/2019,221.03,222.49,217.19,217.68,53.54193241,31434367,AAPL,Apple Inc
9/25/2019,218.55,221.5,217.14,221.03,54.36591933,22481006,AAPL,Apple Inc
9/26/2019,220,220.94,218.83,219.89,54.08551781,19088312,AAPL,Apple Inc
9/27/2019,220.54,220.96,217.28,218.82,53.82233393,25361285,AAPL,Apple Inc
9/30/2019,220.9,224.58,220.79,223.97,55.08906009,26318583,AAPL,Apple Inc
10/1/2019,225.07,228.22,224.2,224.59,55.24155917,36187163,AAPL,Apple Inc
10/2/2019,223.06,223.58,217.93,218.96,53.8567692,35767257,AAPL,Apple Inc
10/3/2019,218.43,220.96,215.13,220.82,54.31426642,30352686,AAPL,Apple Inc
10/4/2019,225.64,227.49,223.89,227.01,55.83679748,34755553,AAPL,Apple Inc
10/7/2019,226.27,229.93,225.84,227.06,55.84909579,30889269,AAPL,Apple Inc
10/8/2019,225.82,228.06,224.33,224.4,55.19482558,29282700,AAPL,Apple Inc
10/9/2019,227.03,227.79,225.64,227.03,55.84171681,19029424,AAPL,Apple Inc
10/10/2019,227.93,230.44,227.3,230.09,56.59437352,28962984,AAPL,Apple Inc
10/11/2019,232.95,237.64,232.31,236.21,58.09968694,41990210,AAPL,Apple Inc
10/14/2019,234.9,238.13,234.67,235.87,58.01605842,24413484,AAPL,Apple Inc
10/15/2019,236.39,237.65,234.88,235.32,57.88077698,23040483,AAPL,Apple Inc
10/16/2019,233.37,235.24,233.2,234.37,57.64710905,19286694,AAPL,Apple Inc
10/17/2019,235.09,236.15,233.52,235.28,57.87093833,17272897,AAPL,Apple Inc
10/18/2019,234.59,237.58,234.29,236.41,58.14888019,24248023,AAPL,Apple Inc
10/21/2019,237.52,240.99,237.32,240.51,59.1573418,21811567,AAPL,Apple Inc
10/22/2019,241.16,242.2,239.62,239.96,59.02206036,22684001,AAPL,Apple Inc
10/23/2019,242.1,243.24,241.22,243.18,59.81407168,19932545,AAPL,Apple Inc
10/24/2019,244.51,244.8,241.81,243.58,59.91245817,17916255,AAPL,Apple Inc
10/25/2019,243.16,246.73,242.88,246.58,60.65035691,18369296,AAPL,Apple Inc
10/28/2019,247.42,249.25,246.72,249.05,61.25789354,23655368,AAPL,Apple Inc
10/29/2019,248.97,249.75,242.57,243.29,59.84112796,35709867,AAPL,Apple Inc
10/30/2019,244.76,245.3,241.21,243.26,59.83374898,31130522,AAPL,Apple Inc
10/31/2019,247.24,249.17,237.26,248.76,61.18656333,34790520,AAPL,Apple Inc
11/1/2019,249.54,255.93,249.16,255.82,62.92308502,37781334,AAPL,Apple Inc
11/4/2019,257.33,257.85,255.38,257.5,63.33630832,25817952,AAPL,Apple Inc
11/5/2019,257.05,258.19,256.32,257.13,63.24530081,19974427,AAPL,Apple Inc
11/6/2019,256.77,257.49,255.37,257.24,63.27235709,18966124,AAPL,Apple Inc
11/7/2019,258.74,260.35,258.11,259.43,64.00041718,23735083,AAPL,Apple Inc
11/8/2019,258.69,260.44,256.85,260.14,64.17557154,17520495,AAPL,Apple Inc
11/11/2019,258.3,262.47,258.28,262.2,64.68376589,20507459,AAPL,Apple Inc
11/12/2019,261.55,262.79,260.92,261.96,64.62455878,21847226,AAPL,Apple Inc
11/13/2019,261.13,264.78,261.07,264.47,65.24376646,25817593,AAPL,Apple Inc
11/14/2019,263.75,264.88,262.1,262.64,64.79231226,22395556,AAPL,Apple Inc
11/15/2019,263.68,265.78,263.01,265.76,65.56200466,25093666,AAPL,Apple Inc
11/18/2019,265.8,267.43,264.23,267.1,65.89257769,21700897,AAPL,Apple Inc
11/19/2019,267.9,268,265.39,266.29,65.6927537,19069597,AAPL,Apple Inc
11/20/2019,265.54,266.08,260.4,263.19,64.92799521,26609919,AAPL,Apple Inc
11/21/2019,263.69,264.01,261.18,262.01,64.6368936,30348778,AAPL,Apple Inc
11/22/2019,262.59,263.18,260.84,261.78,64.58015345,16331263,AAPL,Apple Inc
11/25/2019,262.71,266.44,262.52,266.37,65.7124894,21029517,AAPL,Apple Inc
11/26/2019,266.94,267.16,262.5,264.29,65.19936113,26334882,AAPL,Apple Inc
11/27/2019,265.58,267.98,265.31,267.84,66.07513294,16386122,AAPL,Apple Inc
11/29/2019,266.6,268,265.9,267.25,65.92958213,11654363,AAPL,Apple Inc
12/2/2019,267.27,268.25,263.45,264.16,65.16729061,23693550,AAPL,Apple Inc
12/3/2019,258.31,259.53,256.29,259.45,64.00535111,29377268,AAPL,Apple Inc
12/4/2019,261.07,263.31,260.68,261.74,64.5702856,16810388,AAPL,Apple Inc
12/5/2019,263.79,265.89,262.73,265.58,65.51759933,18661343,AAPL,Apple Inc
12/6/2019,267.48,271,267.3,270.71,66.78315127,26547493,AAPL,Apple Inc
12/9/2019,270,270.8,264.91,266.92,65.84817235,32182645,AAPL,Apple Inc
12/10/2019,268.6,270.07,265.86,268.48,66.23301856,22632383,AAPL,Apple Inc
12/11/2019,268.81,271.1,268.5,270.77,66.79795305,19723391,AAPL,Apple Inc
12/12/2019,267.78,272.56,267.32,271.46,66.96817349,34437042,AAPL,Apple Inc
12/13/2019,271.46,275.3,270.93,275.15,67.87848278,33432806,AAPL,Apple Inc
12/16/2019,277,280.79,276.98,279.86,69.04042228,32081105,AAPL,Apple Inc
12/17/2019,279.57,281.77,278.8,280.41,69.17610524,28575798,AAPL,Apple Inc
12/18/2019,279.8,281.9,279.12,279.74,69.01081873,29024687,AAPL,Apple Inc
12/19/2019,279.5,281.18,278.95,280.02,69.07989369,24626947,AAPL,Apple Inc
12/20/2019,282.23,282.65,278.56,279.44,68.93680984,69032743,AAPL,Apple Inc
12/23/2019,280.53,284.25,280.37,284,70.0617449,24677883,AAPL,Apple Inc
12/24/2019,284.69,284.89,282.92,284.27,70.1283529,12119714,AAPL,Apple Inc
12/26/2019,284.82,289.98,284.7,289.91,71.51971994,23334004,AAPL,Apple Inc
12/27/2019,291.12,293.97,288.12,289.8,71.49258335,36592936,AAPL,Apple Inc
